,Unnamed: 0,base_new,base_lat,transl,POS
6818,6779,ма̄лан,malan,охотник.хороший,noun
6819,6782,ма̄лдывун,maldɨwun,оружие,noun
6820,6784,ма̄лик,malik,добыча,noun
6821,6785,малина,malina,малина,noun
6822,6796,малтачимӈа,maltačimŋa,пастух.около.дома,noun
6823,6790,малтадь,maltaď,пастух.около.дома,noun
6824,6793,малтар,maltar,изгиб.реки,noun
6825,6787,малтавкан,maltawkan,искривление,noun
6826,6798,малтика,maltika,нож.складной,noun
6827,6799,малтимкаван,maltimkawan,нож.перочинный,noun
6828,6800,малту,maltu,изгиб,noun
6829,6810,ма̄мачак,mamačak,битва,noun
6830,6812,ма̄мӈа,mamŋa,убийца,noun
6831,6851,ма̄няӈкан,man'aŋkan,детская.игра.арканом,noun
6832,6852,манят,man'at,серебряная.монета,noun
6833,6850,маньчики,man'čiki,ружье,noun
6834,6848,маньма,man'ma,форель,noun
6835,6849,маньси,man'si,манси,noun
6836,6814,ма̄на,mana,лапа.медведя.водоплавающих.птиц,noun
6837,6817,ма̄надь,manaď,убийца,noun
6838,6818,манака,manaka,лапа,noun
6839,6819,ма̄накалкан,manakalkan,ластоногий,noun
6840,6847,манчестер,mančjesťer,винчестер,noun
6841,6823,мандалина,mandalina,мандолина,noun
6842,6824,мандарин,mandarin,мандарин,noun
6843,6825,мандарка,mandarka,морской.зверь.из.отряда.тюлений,noun
6844,6826,мандат,mandat,мандат,noun
6845,6827,манма,manma,форель,noun
6846,6828,манмачан,manmačan,маленькая.мальва,noun
6847,6836,манручин,manručin,старание,noun
6848,6837,манручинмай,manručinmaj,старание,noun
6849,6831,манрун,manrun,старание,noun
6850,6832,манрунмай,manrunmaj,старание,noun
6851,6844,мануфактура,manuфaktura,мануфактура,noun
6852,6842,манун,manun,уничтожение,noun
6853,6843,манунмай,manunmaj,уничтожение,noun
6854,6856,ма̄ӈа,maŋa,панцирьиз.кости,noun
6855,6858,маӈан,maŋan,затруднение,noun
6856,6880,маӈчилан-ни,maŋčilan-ni,терпение,noun
6857,6882,маӈчин,maŋčin,терпение,noun
6858,6884,маӈчир,maŋčir,ворона.маленькая,noun
6859,6887,маӈчисчин,maŋčisčin,терпение,noun
6860,6867,маӈи,maŋi,беда,noun
6861,6868,маӈир,maŋir,нора.зайца.в.снегу,noun
6862,6870,маӈнадь,maŋnaď,сват,noun
6863,6872,маӈнатти,maŋnatti,жених,noun
6864,6891,ма̄р,mar,большая.поляна,noun
6865,6893,марал,maral,марал,noun
6866,6894,мара̄нӈа,maranŋa,радуга,noun
6867,6892,маравари,marawari,Варвара,noun
6868,6895,маргарин,margarin,маргарин,noun
6869,6896,марка,marka,марка,noun
6870,6901,марля,marl'a,марля,noun
6871,6902,мармелад,marm'elad,мармелад,noun
6872,6903,марпа,marpa,Марфа,noun
6873,6906,марш,marš,марш,noun
6874,6907,маршал,maršal,маршал,noun
6875,6904,март,mart,март,noun
6876,6905,мартышка,martɨška,мартышка,noun
6877,6909,ма̄сак,masak,место.убоя.скота,noun
6878,6915,ма̄счин,masčin,покушение,noun
6879,6916,ма̄счинмай,masčinmaj,покушение,noun
6880,6910,масилек,masil'ek,василек,noun
6881,6937,машина,mašina,машина,noun
6882,6938,машинист,mašinist,машинист,noun
6883,6911,ма̄сло,maslo,масло,noun
6884,6912,ма̄слорук,masloruk,масленка,noun
6885,6917,масштаб,masštab,масштаб,noun
6886,6913,мастер,masťer,мастер.спорта,noun
6887,6919,ма̄та,mata,богатырь,noun
6888,6920,ма̄та,mata,волк,noun
6889,6923,ма̄так,matak,зять,noun
6890,6932,матчи,matči,матч,noun
6891,6927,материал,maťerial,материал,noun
6892,6928,материя,maťerija,материя,noun
6893,6929,матрос,matros,матрос,noun
6894,6930,матуӈа,matuŋa,Матрена,noun
6895,6748,маван,mawan,часть.туши.оленя.передняя.от.головы.до.двух.ребер,noun
6896,6751,ма̄вут,mawut,аркан,noun
6897,6753,ма̄вутла-н,mawutla-n,забрасывание.аркана,noun
6898,6755,ма̄вутлакачак,mawutlakačak,игра.в.ловлю.оленей.арканом,noun
6899,6749,мавзолей,mawzol'ej,мавзолей,noun
6900,7481,мэдукэчилдывун,medukečildɨwun,предупреждение,noun
6901,7482,мэдукэчин,medukečin,сигнал,noun
6902,7476,мэдукэлдывун,medukeldɨwun,предупреждение,noun
6903,7477,мэдукэн,meduken,оповещение,noun
6904,7479,мэдукэнмэй,medukenmej,оповещение,noun
6905,7473,мэгдын,megdɨn,берег.яр,noun
6906,7474,мэгэлэ,megele,яма,noun
6907,7497,мэ̄илбэн,meilben,качание,noun
6908,7499,мэ̄илбэнмэй,meilbenmej,покачивание,noun
6909,7500,мэ̄ин,mein,качание,noun
6910,7504,мэ̄инукэ̄чин,meinukečin,покачивание,noun
6911,7505,мэ̄инукэ̄чинмэй,meinukečinmej,покачивание,noun
6912,7487,мэ̄ен,mejen,низина,noun
6913,7490,мэ̄енэн,mejenen,низина,noun
6914,7518,мэ̄кэ,meke,подстилка.для.новорожденного.со.шнурком.из.куска.покрышки.чума,noun
6915,7509,мэ̄килдывун,mekildɨwun,крюк.для.вытаскивания.кусков.из.котла,noun
6916,7510,мэккиччэ,mekkičče,птица.из.куликов,noun
6917,7512,мэ̄кук,mekuk,олень.необученный,noun
6918,7515,мэ̄кукэн,mekuken,брыкание,noun
6919,7516,мэ̄кукэнмэй,mekukenmej,брыкание,noun
6920,7517,мэ̄кун,mekun,крючок.для.вытаскивания.мяса.из.котла,noun
6921,7519,мэ̄лди,melďi,крючок.железный.для.подвешивания.в.юрте.мяса.и.предметов,noun
6922,7520,мэлимкин,melimkin,кость.затылочная,noun
6923,7532,мэлумэчин,melumečin,прыжок.в.высоту.без.шеста,noun
6924,7529,мэлумэ̄тникэн,melumetniken,вприпрыжку,noun
6925,7535,мэлуӈчин,meluŋčin,прыжок,noun
6926,7536,мэлуӈчинмэй,meluŋčinmej,прыжок,noun
6927,7544,мэ̄мэчэ,memeče,медведь,noun
6928,7541,мэ̄мэкэ,memeke,медведь,noun
6929,7543,мэ̄мэнньде,memenn'ďe,медведь,noun
6930,7568,мэнэде-н,meneďe-n,переход.на.оседлость,noun
6931,7550,мэ̄ниткэн,menitken,эгоист,noun
6932,7554,мэ̄нни,menni,олень.только.пойманный,noun
6933,7561,мэнричэк,menriček,место.высокое.удобное.для.обзора,noun
6934,7558,мэнрин,menrin,обзор,noun
6935,7579,мэӈдэлэн,meŋdelen,бляшки.серебряные.для.одежды,noun
6936,7577,мэӈдуни,meŋduni,Мэндуни,noun
6937,7587,мэ̄ӈэл,meŋel,палка.в.чуме.поперечная.для.подвешивания.мяса.рыбы.предметов.для.сушки,noun
6938,7588,мэӈэн,meŋen,деталь.украшения.костюма.из.монет.или.цветного.металла.в.виде.кружков,noun
6939,7589,мэӈэн,meŋen,серебро.монета,noun
6940,7590,мэӈэргэтлэ,meŋergetle,овраг,noun
6941,7591,мэӈэрук,meŋeruk,кошелёк,noun
6942,7575,мэӈгэлэ,meŋgele,яма,noun
6943,7576,мэӈгэргэтлэ,meŋgergetle,овраг,noun
6944,7580,мэӈмэгэн,meŋmegen,стяжатель.хапуга,noun
6945,7582,мэӈрэк,meŋrek,Мэнрэк,noun
6946,7584,мэ̄ӈти,meŋti,Серый.кличка,noun
6947,7585,мэӈтиӈэ,meŋtiŋe,кряква,noun
6948,7586,мэӈунь,meŋun',Золотистая,noun
6949,7629,мэрэкэдек,merekeďek,возвращение,noun
6950,7636,мэрэлдынэн,mereldɨnen,вращение,noun
6951,7631,мэрэлдывкэ,mereldɨwke,водоворот,noun
6952,7632,мэрэлдывкэ,mereldɨwke,круговорот,noun
6953,7633,мэрэлдывкэ,mereldɨwke,шапка.типа.кубанки.без.наушников,noun
6954,7641,мэрэӈэ,mereŋe,человек.с.круглым.лицом,noun
6955,7638,мэрэӈтэ,mereŋte,лыжи.охотничьи,noun
6956,7640,мэрэӈтэӈэт,mereŋteŋet,наши.лыжи,noun
6957,7643,мэрэти,mereti,круг,noun
6958,7644,мэрэтикэгчэ,meretikegče,узор,noun
6959,7608,мэргэчин,mergečin,дума,noun
6960,7609,мэргэчинмэй,mergečinmej,дума,noun
6961,7596,мэргэн,mergen,ум,noun
6962,7625,мэрун,merun,обувь.унты.из.камуса.до.бедер.мужские,noun
6963,7626,мэрун,merun,обувь,noun
6964,7647,мэтукэн,metuken,сообщение,noun
6965,7651,мэтун,metun,извещение,noun
6966,7652,мэтунмэй,metunmej,сообщение,noun
6967,7464,мэ̄вэй,mewej,крючок.из.рога.оленя,noun
6968,7465,мэ̄вэй,mewej,нож.большой,noun
6969,7470,мэвэтнэн,mewetnen,спешка,noun
6970,7471,мэвэтнэнмэй,mewetnenmej,спешка,noun
6971,6996,микастура,mikastura,микстура,noun
6972,6997,мико̄,miko,Коля,noun
6973,6998,микочан,mikočan,Коля,noun
6974,6999,микроб,mikrob,микроб,noun
6975,7000,микулэ̄й,mikulej,Николай,noun
6976,7022,миля,mil'a,миля,noun
6977,7021,мӣлэ,mile,мыло,noun
6978,7004,милиция,miliцija,милиция,noun
6979,7003,милиционер,miliцion'er,милиционер,noun
6980,7002,милистипед,milistip'ed,велосипед,noun
6981,7005,милка,milka,вилка,noun
6982,7006,миллиард,milliard,миллиард,noun
6983,7007,миллиграмм,milligramm,миллиграмм,noun
6984,7008,миллиметр,millim'etr,миллиметр,noun
6985,7009,миллион,million,миллион,noun
6986,7010,миллионер,million'er,миллионер,noun
6987,7016,милтэрэмкэчин,milteremkečin,наполнение,noun
6988,7013,милтэрэмкэн,milteremken,наполнение,noun
6989,7017,милтэрэн,milteren,наполнение,noun
6990,7028,минерал,min'eral,минерал,noun
6991,7045,мӣнэ,mine,вино,noun
6992,7048,мӣнэдек,mineďek,резка,noun
6993,7051,мӣнэмӈэ,minemŋe,резчик,noun
6994,7052,мӣнэн,minen,резка,noun
6995,7053,мӣнэнмэй,minenmej,резка,noun
6996,7054,мӣнэӈкэ,mineŋke,резец,noun
6997,7055,мӣнэсэн,minesen,надрез,noun
6998,7059,мӣнэтиӈ,minetiŋ,разрез,noun
6999,7032,мӣнин,minin,движение.в.спять,noun
7000,7033,министерство,minisťerstwo,министерство,noun
7001,7034,министр,ministr,министр,noun
7002,7038,минӈинэт,minŋinet,то.что.будет.принадлежать.мне,noun
7003,7039,минтовка,mintowka,винтовка,noun
7004,7042,минус,minus,мат,noun
7005,7043,минута,minuta,минута,noun
7006,7062,мӣр,mir,верхняя.часть.расшитьго.костюма,noun
7007,7063,мӣр,mir,плечо,noun
7008,7071,миркэнь,mirken',ползком,noun
7009,7079,мисамачин,misamačin,хохот,noun
7010,7082,мисаӈчин,misaŋčin,хихиканье,noun
7011,7083,миска,miska,миска,noun
7012,7084,мисук,misuk,табакерка,noun
7013,7088,митинг,miting,митинг,noun
7014,7091,мӣтрэй,mitrej,Дмитрий,noun
7015,6995,мивун,miwun,передняячасть.туши.животного,noun
7016,7457,мыло,mɨlo,мыло,noun
7017,7093,мо̄,mo,дерево,noun
7018,7099,мо̄дан,modan,тонкая.жердь,noun
7019,7098,мо̄давун,modawun,палка.поперек.груди,noun
7020,7103,модель,moďel,модель,noun
7021,7096,мо̄гадамакан,mogadamakan,грязь,noun
7022,7105,мо̄какан,mokakan,палочка,noun
7023,7106,мо̄кан,mokan,палочка,noun
7024,7109,мо̄кибадяк,mokibaďak,начало,noun
7025,7110,мо̄кибан,mokiban,начало,noun
7026,7111,мо̄кин,mokin,начало,noun
7027,7112,мо̄кинмай,mokinmaj,начало,noun
7028,7113,мокинӈы,mokinŋɨ,обычай,noun
7029,7114,мо̄ккан,mokkan,палочка,noun
7030,7116,мо̄ламкин,molamkin,место,noun
7031,7123,мо̄лдачимӈа,moldačimŋa,человек.заготовляющий.лес.для.поделок,noun
7032,7120,мо̄лдадяк,moldaďak,место.заготовки.леса.для.поделок,noun
7033,7121,мо̄лдакич,moldakič,дереводлч.поделок,noun
7034,7122,мо̄лдамӈа,moldamŋa,заготовка.леса.для.поделок,noun
7035,7125,мо̄лидяк,moliďak,лесосека,noun
7036,7126,мо̄лимкин,molimkin,место.где.постоянно.рубят.дрова,noun
7037,7127,мо̄лимӈа,molimŋa,дровосек,noun
7038,7129,мо̄ми,momi,одноместная.лодка,noun
7039,7130,мо̄ми,momi,слепая.кишка,noun
7040,7132,мо̄мидан,momidan,езда.на.лодке,noun
7041,7133,мо̄миданмай,momidanmaj,езда.на.лодке,noun
7042,7135,мо̄микан,momikan,игрушечная.лодка,noun
7043,7137,мо̄мина,momina,толстая.кишка,noun
7044,7138,мо̄миӈат,momiŋat,материал.для.лодки,noun
7045,7142,монета,mon'eta,монета,noun
7046,7141,монды,mondɨ,обильный.снегопад.дождеобразный,noun
7047,7140,монгол,mongol,монгол,noun
7048,7146,монтер,monťer,монтер,noun
7049,7148,мо̄ӈадамакан,moŋadamakan,грязь,noun
7050,7149,мо̄ӈадан,moŋadan,валежник,noun
7051,7150,мо̄ӈали,moŋali,плавник,noun
7052,7156,моряк,mor'ak,моряк,noun
7053,7154,морковь,morkow',морковь,noun
7054,7155,мороженое,morož'enoje,мороженое,noun
7055,7153,морж,morž,морж,noun
7056,7157,мо̄сак,mosak,чехол.для.ружья,noun
7057,7158,мо̄сня,mosn'a,табакерка.в.виде.мешочка.вышетого.бисером,noun
7058,7160,мотив,motiw,мотив,noun
7059,7164,мотоцикл,motoцikl,мотоцикл,noun
7060,7165,мотоциклист,motoцiklist,мотоциклист,noun
7061,7161,мотор,motor,мотор,noun
7062,7163,моторист,motorist,моторист,noun
7063,7212,мрамор,mramor,мрамор,noun
7064,7444,мучит,mučit,хвоя,noun
7065,7452,мучудяк,mučuďak,возвращение,noun
7066,7454,мучумкин,mučumkin,место.тропа.по.которой.постоянно.возвращаются,noun
7067,7455,мучун,mučun,возвращение,noun
7068,7451,мучувун,mučuwun,возвращение,noun
7069,7222,мудакан,mudakan,окончание,noun
7070,7229,мудан,mudan,конец,noun
7071,7236,мудурэлдэн,mudurelden,хитрость,noun
7072,7237,мудурэлдэнь,mudurelden',хитростью,noun
7073,7239,мудурэнь,muduren',хитростью,noun
7074,7216,мугдэкъекэн,mugdekъjeken,пенек,noun
7075,7217,мугдэкэн,mugdeken,пень,noun
7076,7245,муйгидэ,mujgide,край,noun
7077,7254,мука,muka,доха,noun
7078,7255,мукай,mukaj,нужда,noun
7079,7258,мукала,mukala,шкура.медведя.с.белым.ошейником,noun
7080,7259,мукалачан,mukalačan,Мукалачан,noun
7081,7260,мукалра,mukalra,кочка,noun
7082,7262,мукасан,mukasan,деревянная.часть.курительной.трубки,noun
7083,7282,мукчу,mukču,детские.рукавицы,noun
7084,7283,мукчу,mukču,тупик,noun
7085,7284,мукэ,muke,задница,noun
7086,7286,мукэн,muken,морская.скала,noun
7087,7289,мукэтлэ,muketle,обрубок,noun
7088,7263,мукняй,mukn'aj,мундштук,noun
7089,7264,мукри,mukri,сухостой,noun
7090,7265,мукрика,mukrika,полный.детский.комбинезон.из.шкуры.оленя,noun
7091,7266,мукрикаг,mukrikag,место.изобилующие.сухостоем,noun
7092,7267,мукримия,mukrimija,старое.дерево,noun
7093,7268,мукрисаг,mukrisag,место,noun
7094,7269,мукрукалдывун,mukrukaldɨwun,ястреб,noun
7095,7275,мукуй,mukuj,нужда,noun
7096,7278,мукул,mukul,обрыв,noun
7097,7279,мукула,mukula,Белошейка,noun
7098,7293,мула̄н,mulan,скупость,noun
7099,7340,мӯлэ,mule,мыло,noun
7100,7341,мулэӈкы,muleŋkɨ,топор.для.рубки.мяса,noun
7101,7309,мулгача,mulgača,выдумка,noun
7102,7312,мулгачиланни,mulgačilanni,сообразительность,noun
7103,7313,мулгачин,mulgačin,душа,noun
7104,7301,мулгалан-ни,mulgalan-ni,сообразительность,noun
7105,7302,мулган,mulgan,душа,noun
7106,7314,мулгун,mulgun,смысл,noun
7107,7323,мулкачан,mulkačan,олененок.дикого.оленя.до.двух.лет,noun
7108,7321,мулкан,mulkan,олененок.домашний.двух.лет,noun
7109,7322,мулкас,mulkas,шкура.оленя.до.двух.лет,noun
7110,7327,мулрарукан,mulrarukan,затруднение,noun
7111,7329,мулраруканмай,mulrarukanmaj,затруднение,noun
7112,7332,мулрука,mulruka,затруднение,noun
7113,7336,мултун,multun,освобождение,noun
7114,7337,мултунмай,multunmaj,освобождение,noun
7115,7344,мунакаг,munakag,камни.у.ключа,noun
7116,7352,мундэч,mundeč,олень,noun
7117,7372,мунэ-н,mune-n,гниение,noun
7118,7373,мунэс,munes,заготовки.из.камуса,noun
7119,7355,муничэ,muniče,блюдо.квашенное.с.кровью,noun
7120,7354,мунис,munis,кушанье.из.оленьго.мяса.или.рыбы,noun
7121,7356,мунка,munka,сумочка.для.хранения.душ,noun
7122,7357,мунни,munni,груда.больших.камней,noun
7123,7364,мунрукан,munrukan,заяц,noun
7124,7366,мунрукас,munrukas,пушистые.почки.вербы,noun
7125,7365,мунрукас,munrukas,заячья.шкура,noun
7126,7367,мунсэ,munse,кровь,noun
7127,7368,мунугачан,munugačan,Манугачан,noun
7128,7375,муӈгэрэ,muŋgere,сума.вьючная,noun
7129,7376,муӈгэрэрук,muŋgereruk,олень.вьючный.,noun
7130,7374,муӈгурэ,muŋgure,сума,noun
7131,7404,мурач,murač,мудрость,noun
7132,7392,муран,muran,лошадь,noun
7133,7393,мура̄н,muran,дух.человека,noun
7134,7395,мурандамӈа,murandamŋa,всадник,noun
7135,7396,мурандан,murandan,верховая.езда,noun
7136,7397,муранданмай,murandanmaj,верховая.езда,noun
7137,7398,мурандари,murandari,всадник,noun
7138,7399,мурандарил,murandaril,конница,noun
7139,7401,муранра,muranra,конский.волос,noun
7140,7402,муранра,muranra,Тонкошеий,noun
7141,7420,мурэмэн,muremen,моргание,noun
7142,7406,мӯрин,murin,смуглый,noun
7143,7409,муркачак,murkačak,игра.в.лошадки,noun
7144,7407,муркан,murkan,лошадка.игрушечная,noun
7145,7413,мурмачак,murmačak,игра.схватка.за.запястья,noun
7146,7421,мусан,musan,дух,noun
7147,7423,мусэмэн,musemen,усмешка,noun
7148,7425,мусэнмэй,musenmej,усмешка,noun
7149,7427,мута,muta,человек.преклонного.возраста,noun
7150,7428,мутар,mutar,пожилой.человек,noun
7151,7442,мутэкэ,muteke,сивуч,noun
7152,7433,мутӈинэт,mutŋinet,то.что.будет.наше.с.вами,noun
7153,7440,муттэч,mutteč,олень.которого.мы.вам.дали.давно,noun
7154,7242,музей,muz'ej,музей,noun
7155,7243,музыка,muzɨka,музыка,noun
7156,7244,музыкант,muzɨkant,музыкант,noun
7157,8770,нябалан,n'abalan,плеск,noun
7158,8772,нябалчин,n'abalčin,плеск,noun
7159,8773,нябалчинмай,n'abalčinmaj,плеск,noun
7160,8775,нябаран,n'abaran,бормотание,noun
7161,8776,нябармаган,n'abarmagan,тараторка,noun
7162,8789,нядун,n'adun,опоздание,noun
7163,8790,нядунмай,n'adunmaj,опоздание,noun
7164,8792,няила,n'aila,южный.ветер,noun
7165,8793,ня̄ин,n'ain,пение,noun
7166,8928,ня̄я,n'aja,песня.шамана,noun
7167,8797,някар,n'akar,якорь,noun
7168,8804,ня̄лакча-н,n'alakča-n,сырость,noun
7169,8806,нялаӈ,n'alaŋ,нерест,noun
7170,8807,нялатиӈ,n'alatiŋ,оторочки,noun
7171,8808,ня̄лбан,n'alban,жесть,noun
7172,8817,нялуӈчин,n'aluŋčin,движение.сплошной.массой,noun
7173,8818,нялуӈчинмай,n'aluŋčinmaj,движение.толпой,noun
7174,8819,ням,n'am,тетива,noun
7175,8822,ням-а-н,n'am-a-n,тепло,noun
7176,8826,няма̄,n'ama,семьсот,noun
7177,8854,нямач,n'amač,тепло,noun
7178,8833,нямалра,n'amalra,мох,noun
7179,8844,нямалукачилдывун,n'amalukačildɨwun,грелка,noun
7180,8845,нямалукачин,n'amalukačin,нагревание,noun
7181,8846,нямалукачинмай,n'amalukačinmaj,нагревание,noun
7182,8839,нямалукалдывун,n'amalukaldɨwun,грелка,noun
7183,8840,нямалукан,n'amalukan,нагревание,noun
7184,8842,нямалуканмай,n'amalukanmaj,нагревание,noun
7185,8855,нямгиданкан,n'amgidankan,житель.теплых.стран,noun
7186,8856,нями,n'ami,важенка,noun
7187,8857,нямичан,n'amičan,самка.дикого.оленя,noun
7188,8858,нямия,n'amija,самка.лося,noun
7189,8860,нямнин,n'amnin,рысь,noun
7190,8861,нямниникан,n'amninikan,рысью,noun
7191,8864,нямнын,n'amnɨn,езда.быстрая,noun
7192,8866,нямӈалтан,n'amŋaltan,небо.ясное,noun
7193,8867,ня̄мӈит,n'amŋit,ива.сухая,noun
7194,8868,нямси,n'amsi,тепло,noun
7195,8869,нямукан,n'amukan,важенка.до.года,noun
7196,8875,ня̄нан,n'anan,гладь,noun
7197,8877,ня̄нин,n'anin,небо,noun
7198,8884,няӈалан,n'aŋalan,звон,noun
7199,8888,няӈа̄ндя,n'aŋanďa,крупный.гусь,noun
7200,8890,няӈку,n'aŋku,грязь,noun
7201,8892,няӈса,n'aŋsa,грязь,noun
7202,8902,няӈта,n'aŋta,орех.кедровый,noun
7203,8903,няӈти,n'aŋti,пегий,noun
7204,8904,няӈти,n'aŋti,Пегий,noun
7205,8906,няпча,n'apča,хвост.рыбы,noun
7206,8923,нярчан,n'arčan,телёнок.лося,noun
7207,8908,няри,n'ari,мальчик,noun
7208,8913,нярика̄н,n'arikan,подросток,noun
7209,8915,нярирабан,n'ariraban,возмужалость,noun
7210,8912,няривлан,n'ariwlan,гордость,noun
7211,8918,нярка,n'arka,название.рыбы.из.семейства.лососевых,noun
7212,8922,няруд,n'arud,холостой.сосед,noun
7213,8927,ня̄салбун,n'asalbun,нагноение,noun
7214,8783,нявулан,n'awulan,нагноение,noun
7215,8038,нефть,n'eфť,нефть,noun
7216,8046,нечэлэн,n'ečelen,линька,noun
7217,8047,нечэлэнмэй,n'ečelenmej,линька,noun
7218,8041,нечэ̄лми,n'ečelmi,шапка,noun
7219,8042,нечэ̄лрэ,n'ečelre,шкура.оленья,noun
7220,8044,нечэ̄лрэнмэй,n'ečelrenmej,линька,noun
7221,7962,недяли,n'eďali,неделя,noun
7222,7954,негчэне,n'egčen'e,Черный,noun
7223,7956,негчэнэ̄н,n'egčenen,темнота,noun
7224,7944,негнек,n'egn'ek,верба,noun
7225,7945,негнекэг,n'egn'ekeg,вид.ивового.кустарника,noun
7226,7946,негнекэг,n'egn'ekeg,местность.заросшая.вербой,noun
7227,7948,негор,n'egor,Егор,noun
7228,7949,негр,n'egr,негр,noun
7229,7964,не̄йда,n'ejda,нижняя.часть.склона,noun
7230,7966,нейкэ,n'ejke,светильник,noun
7231,7980,некчин,n'ekčin,занятие,noun
7232,7981,некчинмэй,n'ekčinmej,занятие,noun
7233,7983,некэбуннэ,n'ekebunne,обязанность,noun
7234,7973,не̄ки,n'eki,утка,noun
7235,7976,не̄кичэмэчек,n'ekičemečjek,охота.на.уток,noun
7236,7977,не̄кичэн,n'ekičen,утенок,noun
7237,7975,не̄кимидек,n'ekimiďek,охота.на.уток,noun
7238,7986,не̄латиӈ,n'elatiŋ,опушка.из меха.собаки.по.нижнему.краю.пальто,noun
7239,7987,нелтэ,n'elte,черный.мох.на.лиственнице,noun
7240,7988,нем,n'em,тетива,noun
7241,7992,немец,n'em'eц,немец,noun
7242,7989,неман,n'eman,шустрый,noun
7243,7996,не̄мэт,n'emet,панты.оленя,noun
7244,8001,ненец,n'en'eц,ненец,noun
7245,8010,нентэ,n'ente,лента,noun
7246,8009,ненты,n'entɨ,ливень,noun
7247,8013,неӈгача,n'eŋgača,полозья,noun
7248,8021,не̄ргэт,n'erget,пушица,noun
7249,8026,не̄ркэ,n'erke,место.вокруг.очага,noun
7250,8032,нес,n'es,местн,noun
7251,7934,не̄вэд,n'ewed,невод,noun
7252,7931,невтэ,n'ewte,родник,noun
7253,7932,невтэкэг,n'ewtekeg,местность.богатая.родниками,noun
7254,7933,невун,n'ewun,выпуск,noun
7255,7922,нёбати,n'obati,белая.полоска.орнамента,noun
7256,7926,нёбатылтан,n'obatɨltan,побелка,noun
7257,7927,нёбатылтанмай,n'obatɨltanmaj,побелка,noun
7258,7930,нёбэтидэтиӈ,n'obetidetiŋ,белая.полоса.из.камуса.внизу.передника,noun
7259,7959,нёд,n'od,кость.на.спине.оленя,noun
7260,7937,нёг,n'og,передовой,noun
7261,7938,нёг,n'og,узда,noun
7262,7940,нёгамӈа,n'ogamŋa,проводник,noun
7263,7941,нёган,n'ogan,передовой,noun
7264,7942,нёгаран,n'ogaran,передовой,noun
7265,7947,нёгнэмкэр,n'ognemker,верба,noun
7266,7951,нёгрэн,n'ogren,передовой,noun
7267,7950,нёгри,n'ogri,ведущий,noun
7268,7968,нёка,n'oka,якут,noun
7269,7982,нёкчэ,n'okče,бахрома.замшевая,noun
7270,8005,нёнтаку,n'ontaku,синяк.свежий,noun
7271,8008,нёнтаӈи,n'ontaŋi,синяк,noun
7272,8014,нёӈчак,n'oŋčak,волк,noun
7273,8015,нёӈчакмаган,n'oŋčakmagan,волкодав,noun
7274,8017,нёӈчин,n'oŋčin,убегание,noun
7275,8018,нёӈчинмай,n'oŋčinmaj,убегание,noun
7276,8019,нёӈэти,n'oŋeti,одноглазый,noun
7277,8020,нёрад,n'orad,вожак.передовой.олень.собака,noun
7278,8030,нёрэд,n'ored,передовой,noun
7279,8031,нёрэн,n'oren,ложбина,noun
7280,8022,нёри,n'ori,наконечник.посоха.женского,noun
7281,8025,нёркачан,n'orkačan,олень.дикий.трех.четырех.лет,noun
7282,8023,нёркан,n'orkan,олень.бык.трех.четырех.лет,noun
7283,8024,нёркана,n'orkana,лось.четырехлетка,noun
7284,8027,нёрми,n'ormi,лиственница.ветвистая.из.сказки.богатыри.вешают.доспехи,noun
7285,8028,нёрук,n'oruk,олень.передовой.вожак,noun
7286,8029,нёрука,n'oruka,собака.головная.в.упряжке,noun
7287,8662,нюбукэчэн,n'ubukečen,Худой,noun
7288,8763,ню̄чиды,n'učidɨ,русский.язык,noun
7289,8663,нюдэне,n'uden'e,силуэт,noun
7290,8664,нюкча,n'ukča,украшение.узды.оленя,noun
7291,8670,нюльча,n'ulča,деталь.орнамента.из.белойполоски.замши,noun
7292,8666,нюливун,n'uliwun,скребок.для.снятия.шерсти.со.шкуры,noun
7293,8667,нюлка,n'ulka,глыба,noun
7294,8669,нюлката,n'ulkata,вьюк.оленя.сползающий.вперед,noun
7295,8675,нюмарин,n'umarin,стыд,noun
7296,8685,нюмэкун,n'umekun,ровное.место.между.горами.с.ручьем,noun
7297,8687,нюмэнӈэ,n'umenŋe,новорожденный.теленок,noun
7298,8689,нюмэр,n'umer,щекотка,noun
7299,8679,нюмин,n'umin,щекотка,noun
7300,8680,нюмир,n'umir,щекотка,noun
7301,8682,нюмун,n'umun,смущение,noun
7302,8684,нюмус,n'umus,поделом,noun
7303,8699,ню̄нэчимӈэ,n'unečimŋe,вождь,noun
7304,8700,ню̄нэчимӈэ,n'unečimŋe,распорядитель,noun
7305,8701,ню̄нэчин,n'unečin,указание,noun
7306,8702,ню̄нэчинмэй,n'unečinmej,наставление,noun
7307,8693,ню̄нэлдывун,n'uneldɨwun,указатель,noun
7308,8695,ню̄нэн,n'unen,совет,noun
7309,8696,ню̄нэнмэй,n'unenmej,совет,noun
7310,8703,нюӈ,n'uŋ,руководитель,noun
7311,8729,нюӈэгэдек,n'uŋegeďek,совет,noun
7312,8733,нюӈэн,n'uŋen,шестьсот,noun
7313,8738,нюӈэрдэ,n'uŋerde,шестерка,noun
7314,8711,нюӈнидюр,n'uŋniďur,вшестером,noun
7315,8716,нюӈсэгэдек,n'uŋsegeďek,общее.собрание.органа.власти,noun
