,base_new,base_lat,transl,POS
9459,олиндя,olinďa,ворон,noun
9461,олиӈа,oliŋa,радуга,noun
9463,о̄лка,olka,шелк,noun
9498,о̄льми,olmi,пальто.праздничное.из.шкуры.оленя.мехом.наружу,noun
9468,олра,olra,рыба,noun
9470,олралкан,olralkan,рыбный.о.реке.озере,noun
9478,олрамачак,olramačak,лов.рыбы,noun
9480,олрамачимӈа,olramačimŋa,рыбак,noun
9481,олрамачин,olramačin,лов.рыбы,noun
9482,олрамачинмай,olramačinmaj,лов,noun
9474,олрамадь,olramaď,рыбак,noun
9475,олрамадяк,olramaďak,рыбное.угодье,noun
9473,олрамаган,olramagan,любитель.рыбы,noun
9477,олраматты,olramattɨ,рыбак,noun
9487,олрапчи,olrapči,обильный.рыбный,noun
9469,олравун,olrawun,крюк.для.подвешивания.котла.чайника.над.костром,noun
9488,олтани,oltani,Поднимающийся.в.верх.по.реке,noun
9489,олтиӈ,oltiŋ,название.еды,noun
9495,олукачимаган,olukačimagan,бекас,noun
9496,олуни,oluni,Оживающий,noun
9497,о̄лута,oluta,золото,noun
9513,омачидяк,omačiďak,голодание,noun
9515,омачин,omačin,голодание,noun
9505,омалга,omalga,парень,noun
9506,омаӈа,omaŋa,черпак,noun
9507,омаӈсаги,omaŋsagi,след,noun
9508,омар,omar,каюк.челнок,noun
9536,омчак,omčak,холм,noun
9537,омчик,omčik,топь,noun
9538,омчикаг,omčikag,низменная.местноть,noun
9542,омчиӈаг,omčiŋag,низменная.горная.местность.с редкими.полянами,noun
9517,оми,omi,свежий.след,noun
9518,оми,omi,существо,noun
9519,омкат,omkat,лоб,noun
9521,о̄мӈа,omŋa,строитель,noun
9524,омӈан,omŋan,забывчивость,noun
9525,омӈанмай,omŋanmaj,забывчивость,noun
9528,омо̄к,omok,замок,noun
9529,омолго,omolgo,мальчик,noun
9531,о̄мрун,omrun,важность,noun
9532,о̄мрунмай,omrunmaj,важность,noun
9534,омут,omut,хомут,noun
9543,о̄н,on,изготовление,noun
9612,онялан,on'alan,художник,noun
9613,оняланни,on'alanni,способность.к.рисованию,noun
9614,оня̄лдыврук,on'aldɨwruk,футляр,noun
9615,оня̄лдывун,on'aldɨwun,принадлежности.для.рисования,noun
9616,оня̄н,on'an,рисование,noun
9617,оня̄нмай,on'anmaj,рисование,noun
9618,онясак,on'asak,завитушка,noun
9619,оня̄тиӈ,on'atiŋ,орнамент,noun
9607,оньикан,on'ikan,Сильнейший,noun
9552,о̄наки,onaki,росомаха,noun
9553,о̄накис,onakis,шкура.росомахи,noun
9555,о̄намай,onamaj,рубка,noun
9557,о̄намча,onamča,мужские.короткие.торбаза,noun
9556,о̄намкин,onamkin,вырубки,noun
9558,онан,onan,опорные.жерди,noun
9559,о̄нан,onan,рубка,noun
9561,онапча,onapča,лосось,noun
9565,онда̄д,ondad,олень.манщик,noun
9566,ондат,ondat,олень.головной.в.караване,noun
9568,ондатра,ondatra,ондатра,noun
9569,о̄ни,oni,человек,noun
9571,ониӈ,oniŋ,глина,noun
9572,ониӈаг,oniŋag,глиняное.место,noun
9574,ониӈкаг,oniŋkag,глиняное.место,noun
9575,ониӈкака̄н,oniŋkakan,кусочек.глины,noun
9577,о̄нир,onir,снег,noun
9578,онирсаг,onirsag,местность.со.снежными.буграми,noun
9582,о̄нмай,onmaj,изготовление,noun
9586,о̄нматмачин,onmatmačin,очередь,noun
9587,о̄нматмачинмай,onmatmačinmaj,очередь,noun
9592,о̄нӈа,onŋa,поделка,noun
9594,онӈачан,onŋačan,олененок.детеныш,noun
9593,о̄нӈат,onŋat,фигура,noun
9595,онӈун,onŋun,важенка.с.олененком,noun
9598,онрин,onrin,тоска,noun
9602,онтон,onton,крупный.песок,noun
9605,онучин,onučin,выжидание,noun
9606,онучинмай,onučinmaj,выжидание,noun
9623,оӈала,oŋala,клюв,noun
9625,оӈалган,oŋalgan,кедровка,noun
9626,оӈама,oŋama,плакса,noun
9627,оӈан,oŋan,плач,noun
9628,оӈанмай,oŋanmaj,плач,noun
9629,оӈат,oŋat,нос,noun
9630,оӈата,oŋata,плакса,noun
9631,оӈгачан,oŋgačan,кабарга,noun
9636,оӈичин,oŋičin,обида,noun
9637,оӈичинмай,oŋičinmaj,обида,noun
9635,оӈитан,oŋitan,обида,noun
9638,оӈка,oŋka,подножныйрм,noun
9639,о̄ӈка,oŋka,оружие,noun
9649,оӈкачин,oŋkačin,всхлипывание,noun
9650,оӈкачинмай,oŋkačinmaj,всхлипывание,noun
9644,оӈкадяк,oŋkaďak,пастбище,noun
9643,оӈкаг,oŋkag,кормовище,noun
9647,оӈкас,oŋkas,шкура,noun
9652,оӈкуха,oŋkuхa,зуб,noun
9654,оӈуча,oŋuča,топорок,noun
9655,опера̄ция,op'eracija,операция,noun
9659,о̄пча,opča,хвастун,noun
9661,опчак,opčak,украшение,noun
9662,опчан,opčan,хвастун,noun
9663,о̄пчан,opčan,важность,noun
9664,о̄пчанмай,opčanmaj,важность,noun
9656,опо̄,opo,Афоня,noun
9658,опто̄рник,optornik,вторник,noun
9741,орфогра̄фия,orfografija,орфография,noun
9702,орач,orač,ороч,noun
9666,орадан,oradan,чум,noun
9667,оракаг,orakag,заросли,noun
9668,оракагсаг,orakagsag,заросли,noun
9670,оракан,orakan,толстая.кишка,noun
9669,оракан,orakan,сало,noun
9675,оралчимӈа,oralčimŋa,оленевод,noun
9676,оралчин,oralčin,оленеводство,noun
9677,оралчинмай,oralčinmaj,оленеводство,noun
9672,ораливки,oraliwki,палочки,noun
9679,ора̄ми,orami,изделие.из.сухой.травы,noun
9680,оран,oran,олень,noun
9681,оран,oran,украшение,noun
9685,орандан,orandan,езда.на.оленях,noun
9686,оранданмай,orandanmaj,езда.на .оленях,noun
9693,ора̄нуча,oranuča,пастбище,noun
9695,ора̄т,orat,трава.старая.высохшая,noun
9697,ора̄ти,orati,важенка,noun
9698,ора̄ткакан,oratkakan,травинка,noun
9699,ора̄тми,oratmi,изделие.из.дерева,noun
9703,о̄рбат,orbat,смородина,noun
9745,орчака̄н,orčakan,олень.маленький,noun
9746,орчан,orčan,рыба,noun
9748,орчин,orčin,задержка,noun
9749,орчинмай,orčinmaj,задержка,noun
9710,ордан,ordan,токование,noun
9711,о̄рден,orďen,орден,noun
9714,о̄рдер,orďer,ордер,noun
9715,о̄рдина,orďina,борт,noun
9705,организа̄ция,organizacija,организация,noun
9704,организа̄тор,organizator,организатор,noun
9706,органӣзм,organizm,организм,noun
9707,орго,orgo,горн,noun
9716,о̄римак,orimak,заднее.отверстие,noun
9717,о̄рит,orit,помет,noun
9726,орке̄стр,ork'estr,оркестр,noun
9723,оркача̄к,orkačak,игра.в.оленей,noun
9724,оркачин,orkačin,насмешка,noun
9718,орка̄н,orkan,олень.игрушка,noun
9727,оркисаг,orkisag,старуха,noun
9728,орла,orla,небо,noun
9733,орсаг,orsag,олени,noun
9734,ортиӈ,ortiŋ,зацепка,noun
9739,оручан,oručan,малек,noun
9737,орун,orun,снегопад,noun
9762,осёл,os'ol,осёл,noun
9763,осётр,os'otr,осётр,noun
9752,о̄сабан,osaban,отступление,noun
9753,о̄сабанмай,osabanmaj,отступление,noun
9755,о̄сал,osal,камус,noun
9757,о̄сан,osan,искра,noun
9758,о̄сан,osan,отступление,noun
9760,о̄санмай,osanmaj,отступление,noun
9761,осапча̄н,osapčan,Осип,noun
9766,о̄сикат,osikat,звезда,noun
9769,осикатан,osikatan,глаз,noun
9771,осисапча,osisapča,царапина,noun
9773,оситла,ositla,царапина,noun
9774,осно̄ва,osnowa,грам,noun
9775,о̄спа,ospa,оспа,noun
9776,оста,osta,ноготь,noun
9777,остакака̄н,ostakakan,ноготок,noun
9779,остокагча,ostokagča,узор.из.остроконечных.вершинок.вышит.бисером,noun
9780,осто̄л,ostol,стол,noun
9781,о̄сто̄л,ostol,остол.палка.с.острым.наконечником.служит.тормозом.при.езде.на.собачьей.нарте,noun
9783,о̄т,ot,тропа,noun
9785,о̄та,ota,волна,noun
9795,о̄тан,otan,ошибка,noun
9799,о̄таран,otaran,путь,noun
9818,о̄тчество,otčjestwo,отчество,noun
9819,отчет,otčjet,отчет,noun
9803,оти,oti,человек,noun
9805,о̄тлакаг,otlakag,ольшаник,noun
9806,о̄тлат,otlat,ольха.карликовая,noun
9807,отлӣчник,otličnik,отличник,noun
9809,отме̄тка,otm'etka,отметка,noun
9811,отперка,otp'erka,отвертка,noun
9812,отря̄д,otr'ad,отряд,noun
9814,отудь,otuď,проводник,noun
9816,отумӈа,otumŋa,проводник,noun
9183,овес,ow'es,овес,noun
9184,ове̄т,ow'et,совет,noun
9188,овца,owca,овца,noun
9186,о̄вощ,owoщ,овощ,noun
10495,пятница,p'atnica,пятница,noun
10376,печа̄т,p'ečat,печать,noun
10366,пе̄дя,p'eďa,Федя,noun
10368,пеликан,p'elikan,пеликан,noun
10369,пенал,p'enal,пенал,noun
10370,перо,p'ero,перо,noun
10371,персик,p'ersik,персик,noun
10372,пе̄ска,p'eska,печка,noun
10375,петух,p'etuх,петух,noun
10373,петӯкэ,p'etuke,Петруха,noun
10374,пе̄тур,p'etur,Петр,noun
10367,пё̄кла,p'okla,Фекла,noun
10313,паб-па-пап,pabpapap,звукоподр,noun
10362,па̄ча,pača,Павел,noun
10315,паде̄ж,paďež,падеж,noun
10316,паиски,paiski,скрепа.ременная,noun
10317,пала̄к,palak,флаг,noun
10318,пала̄н,palan,план,noun
10319,палатка,palatka,палатка,noun
10320,палигия,paligija,Пелагея,noun
10321,па̄льма,palma,пальма,noun
10322,пальто,palto,пальто,noun
10323,пантера,panťera,пантера,noun
10324,папоротник,paporotnik,папоротник,noun
10326,пара̄дина,paraďina,нитки,noun
10325,параграф,paragraf,параграф,noun
10328,парашют,paraš'ut,парашют,noun
10329,парашютист,paraš'utist,парашютист,noun
10327,пара̄т,parat,парад,noun
10331,паргон,pargon,шум,noun
10332,парикмахер,parikmaхjer,парикмахер,noun
10333,парикмахерскай,parikmaхjerskaj,парикмахерская,noun
10334,парник,parnik,парник,noun
10336,пароход,paroхod,пароход,noun
10335,паровоз,parowoz,паровоз,noun
10337,па̄рта,parta,парта,noun
10339,па̄ртия,partija,партия,noun
10338,партиза̄н,partizan,партизан,noun
10340,парусина,parusina,парусина,noun
10345,пасакалдывун,pasakaldɨwun,хлыст,noun
10350,пасӣбэ,pasibe,спасибо,noun
10351,пассажир,passažir,пассажир,noun
10352,патриот,patriot,патриот,noun
10353,патриотизм,patriotizm,патриотизм,noun
10356,патро̄н,patron,патронташ,noun
10357,патронта̄с,patrontas,патронташ,noun
10358,патрорук,patroruk,обойма,noun
10314,павлин,pawlin,павлин,noun
10494,пэчэне,pečen'e,печенье,noun
10470,пэк-пэк,pekpek,бац.звук.выстрела,noun
10479,пэктэрэлэн-ни,pekterelenni,искусная.стрельба,noun
10482,пэктэрэмэчэк,pekteremeček,перестрелка,noun
10481,пэктэрэмэчин,pekteremečin,перестрелка,noun
10483,пэктэрэн,pekteren,выстрел,noun
10485,пэктэрэндек,pekterenďek,стрельба,noun
10478,пэктэрэвун,pekterewun,ружье,noun
10472,пэктэруде̄к,pekteruďek,обстрел,noun
10474,пэктэрумӈэ,pekterumŋe,стрелок,noun
10475,пэктэрун,pekterun,стрельба,noun
10476,пэктэрунмэй,pekterunmej,стрельба,noun
10486,пэл-пэл,pelpel,звук,noun
10492,пэсэне,pesen'e,толстячок,noun
10377,пианино,pianino,пианино,noun
10380,пиле̄т,pil'et,ремень,noun
10381,пилӣп,pilip,Филипп,noun
10382,пилот,pilot,пилот,noun
10383,пингвин,pingwin,пингвин,noun
10384,пирог,pirog,пирог,noun
10387,пӣсакан,pisakan,свист.тарбагана,noun
10378,пив-пив,piwpiw,подражание.свисту.дикой.утки,noun
10379,пивчан,piwčan,свиязь,noun
10388,плакат,plakat,плакат,noun
10389,план,plan,план,noun
10390,пластинка,plastinka,пластинка,noun
10393,площадь,ploš'aď,площадь,noun
10392,площадка,ploš'adka,площадка,noun
10391,плод,plod,плод,noun
10419,по̄чта,počta,почта,noun
10398,подлежащее,podl'ežaš'eje,подлежащее,noun
10399,подӯска,poduska,соеденительная.планка,noun
10397,поглун,poglun,собака,noun
10400,поезд,pojezd,поезд,noun
10403,по̄люс,pol'us,полюс,noun
10401,полк,polk,полк,noun
10402,полотно,polotno,полотно,noun
10405,помидор,pomidor,помидор,noun
10406,понедельник,pon'eďelnik,понедельник,noun
10407,попугай,popugaj,попугай,noun
10416,порядок,por'adok,порядок.дня,noun
10414,порция,porcija,порция,noun
10408,пороховай,poroхowaj,гнус,noun
10410,порт,port,порт,noun
10411,портрет,portr'et,портрет,noun
10412,по̄ру,poru,собака.измазавшаяся.испражнениями,noun
10413,по̄рук,poruk,порох,noun
10417,послелог,posl'elog,послелог,noun
10395,поведение,pow'eďenije,поведение,noun
10396,повелительнай,pow'eliťelnaj,наклонение,noun
10445,прямоугольник,pr'amougolnik,прямоугольник,noun
10425,предложение,pr'edlož'enije,предложение,noun
10426,предмет,pr'edm'et,предмет,noun
10427,председатель,pr'eds'edaťel,председатель,noun
10428,премия,pr'emija,премия,noun
10429,препинание,pr'epinanije,препинание,noun
10424,правительство,prawiťelstwo,правительство,noun
10430,приказ,prikaz,приказ,noun
10431,пример,prim'er,пример,noun
10434,программа,programma,программа,noun
10436,пролетариат,prol'etariat,пролетариат,noun
10437,пролетарий,prol'etarij,пролетарий,noun
10439,промышленность,promɨšl'ennosť,промышленность,noun
10440,пропеллер,prop'ell'er,пропеллер,noun
10443,простимачак,prostimačak,прощание,noun
10444,протокол,protokol,протокол,noun
10433,про̄вод,prowod,провод,noun
10435,прожектор,prož'ektor,прожектор,noun
10454,пуйталады,pujtaladɨ,нож,noun
10457,пӯле,pul'e,пуля,noun
10458,пулемет,pul'em'et,пулемет,noun
10459,пӯлерук,pul'eruk,патронташ,noun
10456,пула̄чия,pulačija,платье,noun
10461,пурувян,puruw'an,мука,noun
10463,пӯс-пӯс,puspus,звуки.пыхтения,noun
10469,пушка,puška,пушка,noun
10466,пустыня,pustɨn'a,пустыня,noun
10468,путешественник,puťeš'estw'ennik,путешественник,noun
10533,ряд,r'ad,ряд,noun
10512,редакция,r'edakcija,редакция,noun
10513,редӣскэ,r'eďiske,редиска,noun
10514,редька,r'eďka,редька,noun
10511,регистрация,r'egistracija,регистрация,noun
10517,рекомендация,r'ekom'endacija,рекомендация,noun
10518,рекорд,r'ekord,рекорд,noun
10519,рельсы,r'elsɨ,рельсы,noun
10520,рентген,r'entg'en,рентген,noun
10521,репетиция,r'ep'eticija,репетиция,noun
10523,ре̄пэ,r'epe,репа,noun
10522,репродуктор,r'eproduktor,репродуктор,noun
10524,республика,r'espublika,республика,noun
10510,революция,r'ewol'ucija,революция,noun
10516,резӣнэ,r'ezine,резина,noun
10515,резинка,r'ezinka,резинка,noun
10532,рюкзак,r'ukzak,рюкзак,noun
10498,радиола,raďiola,радио,noun
10499,радиомаган,raďiomagan,радиолюбитель,noun
10500,радиоприемник,raďioprijemnik,радиоприемник,noun
10501,радиостанция,raďiostancija,радиостанция,noun
10502,радиоузел,raďiouz'el,радиоузел,noun
10503,радист,raďist,радист,noun
10497,ра̄дива,raďiwa,радио,noun
10504,райком,rajkom,райком,noun
10505,район,rajon,район,noun
10506,рак,rak,рак,noun
10507,рама,rama,рама,noun
10508,рамка,ramka,рамка,noun
10509,расписание,raspisanije,расписание,noun
10525,рис,ris,рис,noun
10528,рояль,rojal,рояль,noun
10526,рожь,rožь,рожь,noun
10529,рубак,rubak,рубашка,noun
10530,рубль,rubl,рубль,noun
10531,ручка,ručka,перов,noun
10549,сеанс,s'eans,сеанс,noun
10552,секунда,s'ekunda,секунда,noun
13647,шелк,š'elk,шелк,noun
10553,семья,s'emja,семья,noun
10555,се̄нэ,s'ene,цена,noun
10554,сентябрь,s'enťabrь,сентябрь,noun
13648,шере̄нга,š'er'enga,шеренга,noun
10556,серп,s'erp,серп,noun
10550,север,s'ew'er,север,noun
10618,сцена,sc'ena,сцена,noun
10619,съезд,sjezd,съезд,noun
10543,сахар,saхar,сахар,noun
10544,сахарарук,saхararuk,сахарница,noun
13642,ша̄хмат,šaхmat,шахматы,noun
13643,ша̄хта,šaхta,шахта,noun
13644,шахтер,šaхťer,шахтер,noun
10534,сад,sad,сад,noun
13638,ша̄йба,šajba,гайка,noun
13639,ша̄йба,šajba,шайба,noun
13640,шака̄л,šakal,шакал,noun
10535,салют,sal'ut,салют,noun
10536,самолёт,samol'ot,самолет,noun
13641,шампӯнь,šampun',шампунь,noun
10537,санаторий,sanatorij,санаторий,noun
10538,санитар,sanitar,санитар,noun
10540,сантиметр,santim'etr,сантиметр,noun
10541,сапог,sapog,сапог,noun
10542,сарай,saraj,сарай,noun
13645,ша̄шки,šaški,шашки,noun
10620,сэбул,sebul,подстилка.под седло,noun
10621,сэ̄нтэрэ,sentere,центр,noun
10557,силос,silos,силос,noun
13649,шӣнэ,šine,шина,noun
10558,синтаксис,sintaksis,синтаксис,noun
10559,сӣпра,sipra,цифра,noun
10560,система,sisťema,система,noun
10561,ситец,siťec,ситец,noun
13651,шка̄ф,škaf,шкаф,noun
13650,шкала,škala,шкала,noun
10564,склонение,sklon'enije,склонение,noun
10567,скобка,skobka,скобка,noun
13652,шко̄ла,škola,школа,noun
10568,скрипка,skripka,скрипка,noun
10563,скворец,skwor'ec,скворец,noun
10569,слива,sliwa,слива,noun
10570,слог,slog,слог,noun
10571,слон,slon,слон,noun
13654,шофер,šofjer,шофер,noun
10575,содержание,soďeržanije,содержание,noun
10581,союз,sojuz,союз,noun
13653,шокола̄д,šokolad,шоколад,noun
10576,солдат,soldat,солдат,noun
10577,соловей,solow'ej,соловей,noun
10578,со̄рат,sorat,молоко.квашеное,noun
10579,сосиалӣзма,sosializma,социализм,noun
10580,со̄тка,sotka,щетка,noun
10572,совет,sow'et,совет,noun
10573,совко̄с,sowkos,совхоз,noun
10583,спектакль,sp'ektakl,спектакль,noun
10582,спартакиада,spartakiada,спартакиада,noun
10585,спичка,spička,спичка,noun
10584,список,spisok,список,noun
10586,спорт,sport,спорт,noun
10587,спортсмен,sportsm'en,спортсмен,noun
10590,спряжение,spr'až'enije,спряжение,noun
10591,среда,sr'eda,среда,noun
10592,срок,srok,срок,noun
10593,стадион,staďion,стадион,noun
10594,стадо,stado,стадо,noun
10595,стакан,stakan,стакан,noun
10596,сталь,stal,сталь,noun
10598,станция,stancija,станция,noun
10597,станок,stanok,станок,noun
10599,старт,start,старт,noun
10600,стекло,sťeklo,стекло,noun
10601,стенгазета,sťengaz'eta,стенгазета,noun
10602,степь,sťepь,степь,noun
10603,стихотворение,stiхotwor'enije,стихотворение,noun
10604,стол,stol,стол,noun
10605,столица,stolica,столица,noun
10608,стрекоза,str'ekoza,стрекоза,noun
10606,страница,stranica,страница,noun
10607,страус,straus,страус,noun
10610,строчка,stročka,строчка,noun
10609,строка,stroka,строка,noun
10611,стул,stul,стул,noun
10616,суффикс,suffiks,суффикс,noun
13655,шӯба,šuba,шуба,noun
10612,суббота,subbota,суббота,noun
10613,сукно,sukno,сукно,noun
10614,сус-кус,suskus,сус.кус.звук,noun
10615,сутки,sutki,сутки,noun
13646,швед,šw'ed,швед,noun
10545,свекла,sw'ekla,свёкла,noun
10546,свинья,swin'ja,свинья,noun
10547,свитер,swiťer,свитер,noun
10548,свобода,swoboda,свобода,noun
11288,төбэйэ,tөbeje,копытце,noun
11297,төбэрэкэкэн,tөberekeken,карлик,noun
11296,төбэрэккэн,tөberekken,карлик,noun
11321,тө̄д,tөd,шаг,noun
11298,төгдэ,tөgde,кал,noun
11299,төгдэкэн,tөgdeken,насмешка,noun
11320,төгэчин,tөgečin,облако,noun
11304,төгэмкэчин,tөgemkečin,предупреждение,noun
11305,төгэмкэчинмэй,tөgemkečinmej,предупреждение,noun
11302,төгэмкэн,tөgemken,предупреждение,noun
11308,төгэннэн,tөgennen,запас,noun
11312,төгэӈчин,tөgeŋčin,предосторожность,noun
11315,төгэӈчинэ,tөgeŋčine,осторожность,noun
11300,төгсэ,tөgse,туча,noun
11325,төйи,tөji,ровесник,noun
11326,төймэчэк,tөjmeček,взаимоугощение,noun
11330,төйнэчин,tөjnečin,угощение,noun
11331,төйнэчинмэй,tөjnečinmej,угощение,noun
11334,тө̄кэр,tөker,ключица,noun
11333,тө̄криндэ,tөkrinde,мотив.орнамента,noun
11336,тө̄лбиг,tөlbig,местность,noun
11352,тө̄мрэ,tөmre,шаг,noun
11359,тө̄нмэй,tөnmej,ступня,noun
11362,тө̄нӈэкэ,tөnŋeke,копыто.коровы,noun
11361,тө̄нӈэкич,tөnŋekič,грех,noun
11371,төӈэкчэн,tөŋekčen,топ,noun
11370,төӈэкун,tөŋekun,дыра,noun
11373,төӈэлэк,tөŋelek,темя,noun
11375,төӈэ̄р,tөŋer,озеро,noun
11379,төр,tөr,подпорка.остова.юрты,noun
11380,тө̄р,tөr,земля,noun
11421,тө̄рэчин,tөrečin,порицание,noun
11422,төрэчинмэй,tөrečinmej,порицание,noun
11404,тө̄рэлдывун,tөreldɨwun,рупор,noun
11407,тө̄рэмӈэ,tөremŋe,докладчик,noun
11411,тө̄рэн,tөren,слово,noun
11412,тө̄рэнмэй,tөrenmej,выступление,noun
11413,тө̄рэрук,tөreruk,трибуна,noun
11420,тө̄рэтэ,tөrete,ворчун,noun
11386,төри,tөri,самец.или.самка.во.время.гона,noun
11387,тө̄рсэг,tөrseg,появление.земли.во.время.таяния,noun
11388,төртиӈ,tөrtiŋ,подпорка,noun
11396,төручин,tөručin,остановка,noun
11397,төручинмэй,tөručinmej,остановка,noun
11392,төрудэн,tөruden,подпорка.остова.юрты,noun
11395,төрутиӈ,tөrutiŋ,подпорка,noun
11428,тө̄тэсэн,tөtesen,причал,noun
11430,тө̄тэсэнмэй,tөtesenmej,причал,noun
10628,та̄бель,tab'el,табель,noun
10629,таблица,tablica,таблица,noun
10631,табурет,tabur'et,табуретка,noun
10632,табуретка,tabur'etka,табуретка,noun
10875,тача̄на,tačana,Татьяна,noun
10662,тадаку-н,tadakun,дыра,noun
10651,таг-так,tagtak,стук.стук,noun
10653,тагалан,tagalan,стук,noun
10656,тагалчин,tagalčin,стук,noun
10657,таган,tagan,ровное.место,noun
10672,та̄ил,tail,шалун,noun
10673,та̄ильлякан,taill'akan,шалун,noun
10680,та̄йимка̄н,tajimkan,указание.дороги,noun
10681,таймень,tajm'en',таймень,noun
10683,так,tak,соль,noun
10689,такамки,takamki,рассол,noun
10690,та̄камна̄к,takamnak,лес.старый.бурелом,noun
10694,такан,takan,починка,noun
10695,та̄кан,takan,валежник,noun
10697,та̄капчи,takapči,валежник,noun
10698,та̄кар,takar,валежник,noun
10699,такарук,takaruk,солонка,noun
11854,тякчака,ťakčaka,полярная.куропатка,noun
10700,та̄ки,taki,хранилище.рыбы.заготовленной.свежезамороженной,noun
10706,та̄клан,taklan,переход.по.мосту,noun
10707,та̄кланмай,taklanmaj,переход,noun
10705,та̄клавун,taklawun,мост,noun
10709,такрадяк,takraďak,засол,noun
10710,такрамачак,takramačak,путина.сезон.ловли.рыбы,noun
10712,такрамӈа,takramŋa,засольщик,noun
10713,такран,takran,засол,noun
10714,такранмай,takranmaj,засол,noun
10716,та̄ксикач,taksikač,валежник,noun
10718,такти,takti,тесто,noun
10722,такумия,takumija,тряпье,noun
10726,такуркан,takurkan,качели,noun
10727,тал,tal,известь.соляная.которую.лижут.горные.бараны,noun
10732,талак,talak,птичий.базар,noun
10733,талак,talak,строганина,noun
10738,тала̄н,talan,счастье,noun
10756,талчин,talčin,тихое.место.на.реке.заводь,noun
10752,талдивун,talďiwun,палка.для.сгребания.угля,noun
10744,талган,talgan,тихое.место.на.реке.заводь,noun
10745,талгаран,talgaran,комариный.мар,noun
10746,талгаран,talgaran,тихая.погода,noun
10751,та̄лгэ,talge,украшение.вышивка.на.одной.из.сторон.вьючной.сумы,noun
10749,та̄лгиг,talgig,непроходимое.место.валежник,noun
10755,талон,talon,талон,noun
11863,тя̄мачак,ťamačak,купание,noun
11865,тя̄мачинмай,ťamačinmaj,плавание,noun
11856,тямаган,ťamagan,плавание,noun
11859,тямаггочин,ťamaggočin,купание,noun
11860,тямагочинмай,ťamagočinmaj,купание,noun
10760,таман,taman,плата,noun
11861,тя̄манин,ťamanin,плавание,noun
10768,танк,tank,танк,noun
10769,танкист,tankist,танкист,noun
10772,танмарикаг,tanmarikag,туман.несплошной,noun
10775,танмарисаг,tanmarisag,сплошной.туман.мгла,noun
10779,танӈан,tanŋan,взятие.вещей.покойника,noun
10795,таӈачилдывун,taŋačildɨwun,счеты.прибор,noun
10796,таӈачимӈа,taŋačimŋa,счетовод,noun
10797,таӈачинмай,taŋačinmaj,счет,noun
10784,таӈадяк,taŋaďak,читальня,noun
10786,таӈалан,taŋalan,чтец,noun
10788,таӈалдывун,taŋaldɨwun,книга.для.чтения,noun
10789,таӈамӈа,taŋamŋa,читатель,noun
10790,таӈан,taŋan,чтение,noun
10791,таӈанмай,taŋanmaj,чтение,noun
11872,тя̄ӈчин,ťaŋčin,плавание,noun
10800,таӈня,taŋn'a,рога.оленя,noun
10801,таӈнягда,taŋn'agda,большерогий.об.олене,noun
10805,таӈнякачак,taŋn'akačak,игра.в.оленей,noun
10803,таӈнякан,taŋn'akan,олень.игрушечный,noun
10807,таӈнялбача,taŋn'albača,олень.у.которого.выросли.рога.о.возрасте,noun
10808,таӈнялкан,taŋn'alkan,большерогий,noun
10815,таӈучин,taŋučin,счет,noun
10816,таӈучинмай,taŋučinmaj,счет,noun
10812,таӈун,taŋun,число,noun
10821,тапалан,tapalan,стук,noun
10843,тарелка,tar'elka,тарелка,noun
10831,тарака̄н,tarakan,таракан,noun
10832,таралавун,taralawun,тормоз,noun
11878,тя̄ран,ťaran,вытапливание.сала,noun
11894,тя̄рча,ťarča,топленый.жир,noun
10857,та̄рчакан,tarčakan,Тарчакан,noun
11893,тя̄ручимӈа,ťaručimŋa,заказчик,noun
11888,тярул,ťarul,срок,noun
11889,тя̄рун,ťarun,поручение,noun
10858,та̄с,tas,глина.белая.употребляемая.животными.в.пищу,noun
10859,тасандя,tasanďa,Тасындя. название.местности,noun
10862,татан,tatan,привычка,noun
10868,таткан,tatkan,приучение,noun
10869,татканмай,tatkanmaj,приучение,noun
10873,татуня,tatun'a,чумазый,noun
11853,тя̄ва,ťawa,подруга,noun
10641,тавачак,tawačak,кузница,noun
10642,тавачимӈа,tawačimŋa,кузнец,noun
10643,тавачинмай,tawačinmaj,ковка,noun
10634,тавадяк,tawaďak,сбор,noun
10635,таван,tawan,ковка,noun
10636,тава̄р,tawar,товар,noun
10646,тавдач,tawdač,песня.импровизация,noun
10644,тавгида,tawgida,та.оборотная.сторона,noun
10650,тавучиӈка,tawučiŋka,инструменты.кузнечные,noun
10671,таз,taz,таз,noun
10926,техник,ťeхnik,техник,noun
10927,техника,ťeхnika,техника,noun
10928,техникум,ťeхnikum,техникум,noun
10886,театр,ťeatr,театр,noun
11622,тэбэ̄к,tebek,табак,noun
11711,тэ̄дэкэ,tedeke,подстилка,noun
11712,тэ̄дэкэн,tedeken,покрышка.седла.женщин,noun
11713,тэ̄дэкэ̄н,tedeken,коврик.для.стула,noun
11714,тэ̄дэ̄н,teden,постель,noun
11700,тэде̄н,teďen,вера,noun
11702,тэденэ̄дь,teďeneď,человек.который.пришел.убедиться,noun
11695,тэдевкэчин,teďewkečin,заверение,noun
11696,тэдевкэчинмэй,teďewkečinmej,заверение,noun
11691,тэдевкэн,teďewken,заверение,noun
11692,тэдевкэнмэй,teďewkenmej,заверение,noun
11662,тэгэ̄,tege,даль,noun
11688,тэгэчэк,tegeček,сидение,noun
11689,тэгэчэнкэ,tegečenke,стул,noun
